Código,Descripción,Clase,Familia,Segmento
42151636,Raspadores dentales,,,
42151637,Escalas dentales,,,
42151638,Tijeras dentales,,,
42151639,Espátulas dentales,,,
42151640,Pinzas dentales,,,
42151642,Cuchillos de,,,
42151643,Cortadoras de,,,
42151648,Calibradores para,,,
42151654,Guías para uso,,,
42151656,Esparcidores para,,,
42151658,Enhebradores de,,,
42151659,Kit de extracción de,,,
42151663,Cuñas o sets para,,,
42151667,Matrices o sets para,,,
42151672,Expansores para uso,,,
42151673,Martillos para uso,,,
42151676,Cuchillos para uso,,,
42151680,Topes o accesorios,,,
42151702,Taburetes para uso,,,
42151703,Gabinetes para uso,,,
42151801,Portadores de,,,
42151813,Tubos de calzas para,,,
42151816,Portadores de,,,
42151904,Soluciones o tabletas,,,
42151905,Geles o enjuagues de,,,
42151906,Tabletas o gotas de,,,
42151908,Frascos o sets para,,,
42151909,Pastas o kits de,,,
42151912,Aerosoles,,,
42152001,Sujetadores de aleta,,,
42152102,Formadores para,,,
42152110,Dispositivos para,,,
42152201,Láminas dentales Láminas de diferentes metales que se utilizan para hacer,,,
42152205,Unidades de curado,,,
42152206,Tintes de laboratorio,,,
42152210,Chapas de oro de,,,
42152211,Tornos o accesorios,,,
42152213,Modelos de,,,
42152214,Trampas de yeso de,,,
42152220,Piedras dentales,,,
42152224,Cantimploras de,,,
42152301,Láseres de uso,,,
42152302,"Dentoscopios Instrumento de corte que se utiliza en operaciones dentales. ,laseres y equipo de iluminacion y fibra optica",,,
42152304,Luces intraorales Sistema de iluminación inalámbrico y recargable para el,,,
42152405,Plásticos para,,,
42152406,Pastas abrasivas de,,,
42152407,Polvos abrasivos de,,,
42152408,Puntos absorbentes,,,
42152415,Cerámicas de uso,,,
42152418,Productos de yeso,,,
42152421,Mercurio de uso,,,
42152422,Puntos obturadores,,,
42152425,Resinas de base para,,,
42152428,Resinas de relleno,,,
42152430,Materiales de relleno,,,
42152433,Película radiográfica,,,
42152434,Amalgamantes para,,,
42152436,Inversiones unidas,,,
42152437,Dientes de porcelana Dientes hechos de un producto cerámico tradicionalmente,,,
42152438,Materiales,,,
42152440,Inversiones de,,,
42152441,Dientes de,,,
42152444,Líquido de retracción,,,
42152447,Tintes o suministros,,,
42152454,Protectores de,,,
42152457,Kits de cementación,,,
42152459,Kits post endodoncia,,,
42152462,Kits de revestimiento,,,
42152463,Solventes de cera de,,,
42152464,Kits para implantes,,,
42152465,Lubricantes dentales,,,
42152502,Baberos de uso,,,
42152503,Suministros hembra,,,
42152504,Recubrimientos de,,,
42152506,Bolitas absorbentes,,,
42152507,Rollos de uso,,,
42152511,Platos de uso,,,
42152512,Pinzas de uso,,,
42152513,Tazas medidoras de,,,
42152520,Escupideras de uso,,,
42152605,Sets de sialografía de,,,
42152606,Tablillas o sets de,,,
42152704,Retenedores de uso,,,
42152705,Pinzas de aplicación,,,
42152706,"Frenillos ""brackets""",,,
42152707,Tubos bucales para,,,
42152708,Bobinas de resorte,,,
42152709,Elásticos para,,,
42152710,Elastómeros para,,,
42152712,Bandas molares para,,,
42152713,Alicates para,,,
42152716,Topes o bloqueos,,,
42152801,Cinceles para,,,
42152802,Limas para,,,
42152803,Separadores para,,,
42152806,Disectores de tejido,,,
42152807,Pastas protectoras,,,
42152808,Curetas para,,,
42152809,Cuchillos para,,,
42152810,Membranas para,,,
42161502,Calentadores de,,,
42161507,Soluciones para,,,
42161509,Unidades de diálisis,,,
42161510,Kits de lavado para,,,
42161604,Sillas para,,,
42161609,Tanques de dialisato,,,
42161610,Tubos de dialisato,,,
42161632,Unidades de,,,
42161701,Hemofiltro,,,
42161703,Puertos de infusión,,,
42161704,Puertos de muestreo,,,
42171603,Prendas anti choque,,,
42171604,Camillas canasta o,,,
42171605,Ojales de cable de,,,
42171612,Camillas o,,,
42171613,Tablas espinales,,,
42171702,Cobijas para,,,
42171805,Desplegadores de,,,
42171806,Palos para,,,
42181504,Sets de,,,
42181513,Kits de irrigación de,,,
42181514,Fotómetros de,,,
42181601,Unidades de presión,,,
42181605,Mangas o vejigas de,,,
42181607,Unidades de registro,,,
42181610,Kits de mangas de,,,
42181715,Soluciones o cremas,,,
42181801,Unidades para,,,
42181802,Cables para,,,
42181907,Aparatos para,,,
42181909,Papel de registro de,,,
42181910,Kits intrauterinos,,,
42181911,Electrodos para,,,
42182001,Espéculos para,,,
42182002,Anoscopios o,,,
42182004,Dermatoscopios,,,
42182013,Espéculos para,,,
42182015,Espéculos para,,,
42182016,Nasofaringoscopios,,,
42182017,Sets de espéculos,,,
42182018,Broncoscopios o,,,
42182019,"Kits de dilatación Instrumentos medicos quirurgicos para consulta,tratamiento,",,,
42182020,Angioscopios o,,,
42182102,Dopplers vasculares,,,
42182104,Estetoscopio de,,,
42182106,Fonocardiográfos,,,
42182107,Estetoscopios,,,
42182108,Termorreguladores,,,
42182209,Sondas para,,,
42182303,Tarjetas de examen,,,
42182306,Discriminadores,,,
42182307,Alfileres neurológicos El perno o espárrago es una pieza metálica larga de sección,,,
42182308,Electroencefalógrafo,,,
42182310,Electromiógrafos,,,
42182311,Sensores,,,
42182401,Audiómetros o,,,
42182406,Grabadoras gráficas,,,
42182407,Fenestrómetros de,,,
42182408,Electrococleógrafos,,,
42182412,Diapasones para uso,,,
42182413,Sets de diapasones,,,
42182414,Analizadores de,,,
42182415,Tubos de toynbee,,,
42182416,Timpanómetros o,,,
42182417,Cordones de,,,
42182418,Guías para,,,
42182419,Aparatos para,,,
42182420,Sondas aurales,,,
42182421,Calibradores de,,,
42182422,Bolsas inflables para,,,
42182501,Olfatómetros,,,
42182604,Linternas para,,,
42182701,Goniómetros,,,
42182702,Cintas de medición,,,
42182704,Evaluadores de,,,
42182801,"Básculas de pañales La báscula es un aparato que sirve para pesar; esto es, para",,,
42182802,Básculas de bebés,,,
42182804,Básculas de asiento,,,
42182805,Básculas de piso,,,
42182806,Básculas de eslinga,,,
42182903,Mesas para examen,,,
42183002,Topógrafos corneales Es una herramienta diagnóstica computerizada que crea un,,,
42183003,Exoftalmómetros Instrumento para determinar el grado de proyección de los,,,
42183004,Queratoscopios,,,
42183005,Colorímetros,,,
42183006,Distómetros,,,
42183007,Tambores oftálmicos,,,
42183008,Eutiscopios,,,
42183010,Lensómetros para,,,
42183011,Perímetros para uso,,,
42183012,Fotómetros para uso,,,
42183013,Prismas para uso,,,
42183014,Retinoscopios para,,,
42183016,Espectrofotómetros,,,
42183017,Espéculos para uso,,,
42183019,Transiluminadores,,,
42183022,Visiómetros para uso,,,
42183023,Oftalmómetros,,,
42183025,Lentes de vitrectomía Facilita la visualización posterior central del vítreo y fondo de,,,
42183026,Oftalmodinamómetr,,,
42183029,Unidades de forópter,,,
42183030,Oclusores de ojos,,,
42183032,Taquistoscopio,,,
42183033,Sets de ajuste de,,,
42183034,Estereoscopios para,,,
42183036,Placas base para,,,
42183037,Proyectores de,,,
42183038,Almohadillas de uso,,,
42183039,Sujetadores de,,,
42183043,Bombillos para,,,
42183044,Pantallas tangentes,,,
42183045,Sistemas de,,,
42183101,Gustómetros,,,
42191501,Sistema de tubo,,,
42191502,Bandejas o cubiertas,,,
42191604,Brazos de monitoreo,,,
42191610,Módulos de trabajo,,,
42191703,Salidas de gas para,,,
42191705,Alarmas de gas para,,,
42191706,Colector de gas para,,,
42191707,Sistemas de vacío,,,
42191806,Barras de trapecio,,,
42191902,Armarios para uso,,,
42192103,Asientos para,,,
42192104,Taburetes médicos y,,,
42192107,Asientos de examen,,,
42192202,Elevadores de,,,
42192203,Asientos geriátricos,,,
42192205,Accesorios para,,,
42192206,Carritos de pacientes Es un tipo de vehículo motorizado para personas,,,
42192208,Accesorios para,,,
42192209,Rampas para sillas,,,
42192210,Sillas de ruedas,,,
42192304,Montacargas de,,,
42192305,Eslingas para bebés,,,
42192404,Carritos o accesorios,,,
42192405,Puestos móviles de,,,
42192406,Carritos para,,,
42192501,Forros para equipos,,,
42192502,Bolsas para equipos,,,
42192601,Moldes de,,,
42201714,Tensiómetros,,,
42201716,Unidades de,,,
42201801,Películas de rayos x,,,
42201802,Equipos de rayos x,,,
42201803,Equipos de rayos x,,,
42201814,Tubos de rayos x,,,
42201817,Densitómetros de,,,
42201821,Sujeta casetes de,,,
42201824,Sets de artrografía,,,
42201829,Localizadores,,,
42201840,Dispositivos,,,
42201848,Sistema digital de,,,
42202003,Sondas para mapeo,,,
42202004,Colimadores para,,,
42202105,Unidades de,,,
42202602,Kits de pruebas para,,,
42202801,Litotriptores de,,,
42202802,Electrodos o sondas,,,
42203101,Micro dosímetros de,,,
42203303,Sistemas de biopsia,,,
42203401,Stents coronarios,,,
42203404,Alambre guía para,,,
42203405,Catéter inflable para,,,
42203408,Kits de fundas,,,
42203409,Valvulotomos,,,
42203410,Funda de catéter,,,
42203411,Carritos para,,,
42203412,Stents periféricos,,,
42203504,Grabadora cardíaca,,,
42211502,Muletas o accesorios,,,
42211503,Dispositivos de,,,
42211506,Caminadores o,,,
42211712,Estuches para,,,
42221501,Catéteres de línea,,,
42221503,Catéteres venosos,,,
42221506,Catéteres umbilicales,,,
42221513,Kits de cateterización,,,
42221616,Sets de extensión,,,
42221802,Tablas de brazo,,,
42222008,Kits o accesorios de,,,
42231507,Cepillos para limpiar,,,
42231509,Cámaras de pesaje,,,
42231603,Tubos para,,,
42231604,Botones de acceso,,,
42231701,Tubos nasogástricos,,,
42231702,Tubos nasoyeyunales Empleados para proveer acceso enteral por corto tiempo de,,,
42231705,Filtros nasogástricos,,,
42231807,Chupos de teteros,,,
42231901,Bombas de seno o,,,
42231902,Conchas o,,,
42231903,Kits de bombas de,,,
42232001,Pulverizadores de,,,
42232003,Cortadores de,,,
42241501,Zapatos de yeso El zapato reemplaza las funciones de los zapatos normales,,,
42241503,Protectores de yesos,,,
42241507,Sistemas de tablillas,,,
42241509,Componentes de,,,
42241511,Sets de tablillas de,,,
42241512,Materiales de unión,,,
42241515,Estuches para,,,
42241601,Carritos para yeso o,,,
42241602,Cortadores o sierras,,,
42241603,Sistemas de,,,
42241604,Vacíos de yeso,,,
42241606,Bandejas de,,,
42241607,Puestos de yeso Mueble donde se ordena y almacena las escayolas. equipo y piezas y accesorios de vaciado de,,,
42241707,Abrazaderas para,,,
42241708,Almohadas para,,,
42241810,Órtosis ortopédicas,,,
42241811,Faja para hernias,,,
42241901,Kits de tablillas,,,
42242004,Media o forro,,,
42242101,Suministros de,,,
42242104,Suministros de,,,
42242105,Carritos móviles de,,,
42242108,Hardware o pesas de,,,
42242301,Bombas de cicatriz,,,
42251503,Juegos terapéuticos,,,
42251505,Rompecabezas de,,,
42251506,Cajas de decoración,,,
42251610,Pelotas o accesorios,,,
42261501,Tijeras para,,,
42261503,Sondas de bala para,,,
42261504,Jaladores de hilo o,,,
42261505,Cuchillos o cuchillas,,,
42261507,"Hilo post mortem Hebra larga y delgada de una materia textil, especialmente",,,
42261508,Agujas post mortem,,,
42261509,Kits de disección,,,
42261510,Ganchos de incisión,,,
42261511,Directores de vena,,,
42261512,Sierras para,,,
42261601,Recolectores de,,,
42261602,Bolsa para cadáver,,,
42261603,Bolsas de transporte,,,
42261604,Apoya cabezas para,,,
42261605,Tablas de cuerpo,,,
42261606,Balanzas colgantes,,,
42261611,Termómetros,,,
42261703,Tablas o accesorios,,,
42261802,Transportadores de,,,
42261806,Congeladores para,,,
42261807,Carritos de autopsia,,,
42261808,Bandejas para,,,
42261902,Máscaras anti,,,
42262004,Tubos de inyección,,,
42262006,"Kits para embalsamar Herramientas para embalsamar cadaveres equipo y suministros de embalsamar,kits de",,,
42262007,Agujas inyectoras,,,
42262008,"Protectores de ojos Jeringa se le inyecta al cuerpo los preservativos locales, con",,,
42262101,Trajes mortuorios Prenda o conjunto de prendas exteriores con que se cubre el,,,
42262102,"Paquetes mortuorios Accesorios que se le ponen en las funerarios. equipo y suministros funerarios,packs",,,
42262103,Lienzos mortuorios Sábana o pieza de tela en la que se envuelve un cadáver para,,,
42262104,Aspiradoras,,,
42271501,Monitores de apnea,,,
42271502,Monitores de gas,,,
42271504,Estetoscopios,,,
42271601,Pletismógrafos de,,,
42271604,Flujómetros de pico,,,
42271605,Calculadoras de,,,
42271606,Dispositivos de,,,
42271608,Productos de prueba,,,
42271611,Monitores de,,,
42271613,Monitores de,,,
42271615,Neumotacos,,,
42271616,Filtros de monitoreo,,,
42271617,Percusores de pecho,,,
42271702,Concentradores de,,,
42271703,Mezcladores de aire,,,
42271704,Temporizadores de,,,
42271706,Compresores para,,,
42271709,Cánulas nasales para,,,
42271712,Carpas de aerosol,,,
42271714,Incubadoras para,,,
42271716,Estuches para,,,
42271717,Inhaladores o sets,,,
42271720,Convertidores de,,,
42271802,Nebulizadores o,,,
42271901,Vías aéreas faríngeas Un tubo insertado a través de la boca y la faringe para que la,,,
42271902,Tubos esofágicos,,,
42271903,Tubos,,,
42271904,Tubos de,,,
42271905,Tubos,,,
42271908,Sujetadores de vías,,,
42271909,Accesorios de vías,,,
42271910,Sets endotraqueales,,,
42271911,Kits de manómetros,,,
42271912,Tubos nasofaríngeos,,,
42271913,Vías aéreas faríngeas,,,
42271914,Mordazas de presión,,,
42271915,Accesorios de,,,
42272001,Laringoscopios o,,,
42272002,Aerosoles laríngeos Es un procedimiento médico que se utiliza para obtener una,,,
42272003,Bloques de mordida,,,
42272004,Estiletes de,,,
42272005,Fórceps de,,,
42272006,"Introductores Un instrumento o estilete usado para insertar un catéter, un",,,
42272007,Herramientas de,,,
42272008,Sondas o guías de,,,
42272010,Bombas de succión,,,
42272011,Catéteres de succión,,,
42272012,Tubos o tuberías de,,,
42272013,Forros o cajitas,,,
42272015,"Kits de succión Conjunto de elementos destinados para realizar succión. suministros de intubacion,kits de",,,
42272016,Quillas laríngeas o,,,
42272101,Pulmón de hierro,,,
42272102,Productos de coraza,,,
42272203,Máquinas de doble,,,
42272204,Ventiladores de,,,
42272207,Ventiladores de alta,,,
42272208,Ventiladores de,,,
42272210,Bolsas de circuito de,,,
42272211,Productos de,,,
42272216,Termómetros de,,,
42272217,Trampas de agua,,,
42272220,Accesorios para,,,
42272224,Kits de circuitos para,,,
42272301,Resucitadores,,,
42272302,Resucitadores,,,
42272305,Conectores de,,,
42272306,Kits de resucitación,,,
42272401,Agujas de,,,
42272402,Bandejas o juegos de,,,
42272501,Aparatos de gas de,,,
42272504,Sets o kits de,,,
42272508,Bomba intratecal Es un pequeño dispositivo médico programabe que funciona,,,
42281501,Esterilizadores,,,
42281503,Esterilizadores de,,,
42281504,Esterilizadores de,,,
42281507,Esterilizadores de,,,
42281511,Lámparas de,,,
42281512,Tapas de,,,
42281515,Gabinetes de,,,
42281516,Filtros de,,,
42281518,Barras para cánulas,,,
42281519,Esterilizadores de,,,
42281521,Sets de esterilización Set básico de esterilizador . equipo y accesorios de esterilizadores y de,,,
42281523,Mangas de filtro de,,,
42281601,Soluciones de,,,
42281602,Soluciones de,,,
42281606,Fumigadores de gas,,,
42281702,Baldes de remojo,,,
42281703,Kits de cuidado de,,,
42281706,Lubricantes o leche,,,
42281709,Cepillos de limpieza,,,
42281710,Desodorantes de,,,
42281711,Desincrustadores de,,,
42281712,Equipo de limpieza,,,
42281713,Baldes de escurrido,,,
42281801,Tiras de prueba de,,,
42281802,Etiquetas de,,,
42281803,Kits biológicos de,,,
42281804,Controles de,,,
42281806,Tiras indicadoras de,,,
42281807,Cintas indicadoras,,,
42281808,Papeles u hojas de,,,
42281904,Bolsas de,,,
42281912,Toallas de,,,
42281913,Tunos de,,,
42281915,Rollos de,,,
42281916,Talegos de,,,
42291605,Brocas para uso,,,
42291607,Curetas o lanzaderas,,,
42291609,Pinzas para uso,,,
42291610,Planos para uso,,,
42291611,Raspadores para uso,,,
42291612,Tenazas para uso,,,
42291613,Escalpelos o bisturí,,,
42291614,Tijeras para uso,,,
42291615,Tijeras para uso,,,
42291617,Espitas para uso,,,
42291621,Removedores de,,,
42291622,Adenotomos Instrumentos medicos quirurgicos de corte y disección para,,,
42291623,Periosteotomos Instrumentos medicos quirurgicos de corte y disección para,,,
42291624,Meniscotomos Instrumentos medicos quirurgicos de corte y disección para,,,
42291703,Perforadoras para,,,
42291706,Fresas quirúrgicas o,,,
42291707,Kits de craneotomía,,,
42291708,Brocas o accesorios,,,
42292102,Extractores para uso,,,
42292103,Porta tubos o llaves,,,
42292201,Aproximadores para,,,
42292202,Compresores para,,,
42292203,Depresores para uso,,,
42292302,Engarzadores para,,,
42292303,Alicates para uso,,,
42292304,Tensores para uso,,,
42292305,Agarres para uso,,,
42292307,Llaves para uso,,,
42292401,Roscas para uso,,,
42292403,Mangos de hachas,,,
42292501,Tapones para uso,,,
42292504,Prensas para uso,,,
42292602,Muescas para uso,,,
42292603,Sondas o directores,,,
42292701,Disectores para uso,,,
42292703,Elevadores para uso,,,
42292704,Picas para uso,,,
42292801,Instrumentos de,,,
42292907,Sistemas para estirar,,,
42293001,Calibradores o reglas,,,
42293006,Cintas de medición,,,
42293101,Retractores láser,,,
42293106,Sets de retractores,,,
42293108,Estabilizadores para,,,
42293110,Retractores,,,
42293111,Retractores,,,
42293112,Retractores torácicos,,,
42293113,Retractores de vena,,,
42293114,Retractores bucales,,,
42293115,Retractores,,,
