Código,Descripción,Clase,Familia,Segmento
51171616,Casantranol,,,
51171617,Aceite de ricino,,,
51171618,Monohidrato de,,,
51171619,Supositorios de,,,
51171620,Citrato de magnesio,,,
51171621,Clorhidrato de,,,
51171622,Fosfato de sodio,,,
51171623,Fenolftaleína,,,
51171624,Semilla de psyllium,,,
51171626,Bitartrato de potasio,,,
51171627,Tartrato de sodio y,,,
51171628,Fosfato de potasio,,,
51171629,Sulfato de sodio,,,
51171630,Aceite mineral,,,
51171631,Polietilenglicol,,,
51171632,Cloruro de magnesio,,,
51171701,Clorhidrato de,,,
51171702,Hidroclorato de,,,
51171703,Paregorico,,,
51171704,Nifuroxazida,,,
51171706,"Atapulgita Atapulgita a su vez, es un silicato de magnesio y aluminio con",,,
51171707,Subsalicilato de,,,
51171708,Clorhidrato de,,,
51171709,Saccharomyces,,,
51171710,Clorhidrato de,,,
51171711,Caolín y pectina,,,
51171712,Pectina,purificada,,
51171801,Dronabinol,,,
51171802,Clorhidrato de,,,
51171803,Clorhidrato de,,,
51171804,Clorhidrato de,,,
51171805,Clorhidrato de,,,
51171806,Metoclopramida,,,
51171807,Cinarizina,,,
51171808,Clorhidrato de,,,
51171809,Ciclizina,,,
51171812,Proclorperazina,,,
51171813,Metopimazina,,,
51171814,Mesilato de,,,
51171815,Clorhidrato de,,,
51171816,Ondansetrón,,,
51171817,Edisilato de,,,
51171818,Maleato de,,,
51171819,Maleato de,,,
51171820,Dimenhidrinato,,,
51171821,Aprepitant,,,
51171822,Clorhidrato de,,,
51171901,Cimetidina,,,
51171902,Famotidina,,,
51171903,Nizatidina,,,
51171904,Clorhidrato de,,,
51171905,Cisapride,,,
51171906,Lansoprazol,,,
51171908,Misoprostol,,,
51171909,Omeprazol,,,
51171910,Pancreatina,,,
51171911,Sucralfato,,,
51171912,Clorhidrato de,,,
51171913,Esomeprazol,,,
51171914,Pantoprazol sódico,,,
51171915,Pantoprazol sódico,,,
51171916,Rabeprazol sódico,,,
51171917,Citrato de bismuto,,,
51171918,Carbonato de,,,
51172001,Quenodiol,,,
51172002,Monoctanoina Monoctanoina se utiliza como disolvente de calculos biliares,,,
51172003,Ursodiol,,,
51172004,Dimetilsulfóxido,,,
51172101,Clorhidrato de,,,
51172102,Clorhidrato de,,,
51172103,Clorhidrato de,,,
51172105,Floroglucinol,,,
51172106,Clorhidrato de,,,
51172107,Butilbromuro de,,,
51172108,Clorhidrato de,,,
51172109,Trimebutina,,,
51172110,Clorhidrato de,,,
51172111,Alverina,,,
51181501,Acarbosa,,,
51181502,Acetohexamida,,,
51181503,Clorpropamida,,,
51181504,Glimepirida,,,
51181505,Glipizida,,,
51181506,Insulina,,,
51181508,Glucagón,,,
51181509,Gliclazida,,,
51181510,Clorhidrato de,,,
51181511,Buformina,,,
51181513,Nateglinida,,,
51181514,Extracto de páncreas,,,
51181515,Tolbutamida,,,
51181516,Glibenclamida o,,,
51181517,Hidrocloruro de,,,
51181519,Miglitol,,,
51181520,Clorhidrato de,,,
51181521,Repaglinida,,,
51181522,Maleato de,,,
51181523,Tolazamida,,,
51181524,Troglitazona,,,
51181601,Levotiroxina sódica,,,
51181602,Liotironina sódica,,,
51181603,Liotrix,,,
51181604,Tirotropina,,,
51181605,Metimazol,,,
51181606,Propiltiouracilo,,,
51181607,Yoduro de potasio,,,
51181608,Levotiroxina,,,
51181609,Yoduro de sodio,,,
51181701,Betametasona,,,
51181702,Corticotropina,,,
51181703,Cosintropina,,,
51181704,Dexametasona,,,
51181705,Flunisolida Es un corticosteroide a menudo se prescriben como,,,
51181706,Hidrocortisona,,,
51181707,Metilprednisolona,,,
51181708,Prednisolona,,,
51181709,Triamcinolona,,,
51181710,Desoximetasona,,,
51181711,Meprednisona Glucocorticoide oral prescrito para el tratamiento de,,,
51181712,Ácido risedrónico,,,
51181713,Prednisona,,,
51181714,Prednicarbato,,,
51181715,Cortisona,,,
51181716,Cortivazol,,,
51181717,Acetato de,,,
51181718,Deflazacort,,,
51181719,Acetónido de,,,
51181720,Diacetato de,,,
51181721,Corticorelina ovina,,,
51181722,Fluticasona Es un potente corticosteroide sintético prescrito en el,,,
51181723,Acetato de,,,
51181724,Hidrocortisona,,,
51181725,Butirato de,,,
51181726,Fosfato sódico de,,,
51181727,Valerato de,,,
51181728,Acetato de,,,
51181729,Succinato sódico de,,,
51181730,Acetato de,,,
51181731,Acetato de,,,
51181732,Diacetato de,,,
51181733,Hexacetonido de,,,
51181734,Dipropionato de,,,
51181735,Propionato de,,,
51181736,Fluorometolona,,,
51181737,Halcinonida,,,
51181738,Acetato de,,,
51181739,Rimexolona,,,
51181740,Fosfato sódico de,,,
51181741,Loteprednol,,,
51181742,Propionato de,,,
51181743,Pivalato de,,,
51181744,Fluocinonida,,,
51181745,Flurandrenolida,,,
51181746,Amcinonida,,,
51181747,Probutato de,,,
51181748,Medrisona,,,
51181749,Furoato de,,,
51181750,Desonida,,,
51181751,Fosfato sódico de,,,
51181752,Dipropionato de,,,
51181753,Acetato de cortisona,,,
51181754,Dipropionato de,,,
51181755,Valerato de,,,
51181801,Clorotrianiseno,,,
51181802,Estrona,,,
51181803,Estrógenos,,,
51181804,Estropipato,,,
51181805,Levonorgestrel,,,
51181806,Acetato de megestrol,,,
51181807,"Etinilestradiol Es un estrógeno derivado del estradiol, activo por vía oral",,,
51181808,Mestranol Es el 3-metil éter de etinilestradiol. Era el estrógeno usado en,,,
51181810,Acetato de,,,
51181811,Desogestrel y,,,
51181812,Dienestrol Es un estrógeno sintético.,,,
51181813,Estradiol,,,
51181814,Etisterona,,,
51181815,Estradiol y acetato,,,
51181816,Hidroxiestrona,,,
51181817,Promestrieno Es una agente con actividad estrogénica tróficos local sobre la,,,
51181818,Progesterona,,,
51181819,Promegestona,,,
51181820,Gestrinona,,,
51181821,Cipionato de,,,
51181822,Valerato de estradiol,,,
51181823,Estrógenos,,,
51181824,Diacetato de,,,
51181825,Dietilestilbestrol Agente antineoplásico utilizado en el cáncer de próstata,,,
51181826,Caproato de,,,
51181828,Noretindrona,,,
51181829,Acetato de,,,
51181830,Norgestimato,,,
51181831,Norgestrel,,,
51181832,Etonogestrel y etinil,,,
51181833,Etinil-estradiol y,,,
51181834,Noretindrona y,etinil,,
51181901,Gonadotropina,,,
51181902,Danazol,,,
51181903,Acetato de,,,
51181904,Acetato de histrelina,,,
51181905,Menotropinas,,,
51181906,Urofolitropina,,,
51181908,Fosfestrol de sodio Es una forma sintética de estrógeno utilizado,,,
51181911,Citrato de clomifeno,,,
51181912,Folitropina,,,
51181913,Clorhidrato de,,,
51182001,Finasterida,,,
51182002,Testosterona,,,
51182003,Cipionato de,,,
51182004,Enantato de,,,
51182005,Propionato de,,,
51182006,Acetato de,,,
51182007,Metandriol Esteroide sintético con propiedades anabólicas y,,,
51182008,Fluoximesterona,,,
51182009,Metiltestosterona,,,
51182010,Decanoato de,,,
51182011,Fenilpropionato de,,,
51182012,Prasterona,,,
51182013,Stanozolol,,,
51182014,Dutasteride,,,
51182101,Acetato de,,,
51182102,Vasopresina,,,
51182201,Dinoprostona,,,
51182202,Maleato de,,,
51182203,Oxitocina,,,
51182204,Maleato de,,,
51182301,Somatrem Somatrem es un análogo de la hormona de crecimiento.,,,
51182302,Somatropina,,,
51182303,Somatostatina,,,
51182304,Acetato de octreotida,,,
51182401,Cloruro de calcio,,,
51182403,Gluconato de calcio El gluconato de calcio es una sal de calcio y ácido glucónico,,,
51182404,Lactato de calcio,,,
51182405,Fosfato de calcio,,,
51182406,Alendronato sódico,,,
51182407,Calcitonina,,,
51182408,Fosfato,sódico de,,
51182409,Nitrato de galio,,,
51182410,Etidronato disódico,,,
51182411,Nandrolona,,,
51182412,Fosfato calcio,,,
51182413,Calcio fosfato de,,,
51182415,Ácido zoledrónico,,,
51182416,Pamidronato,,,
51182417,Risedronato de sodio,,,
51182418,Acetato de calcio,,,
51182420,Dihidrotaquisterol,,,
51191501,Clorotiazida Diurético y antihipertensivo. Tratamiento de la hipertensión y,,,
51191502,"Clortalidona Diurético que pertenece al grupo de las benzotiadiacidas, no",,,
51191503,Metolazona,,,
51191504,Bumetanida,,,
51191505,Etacrinato de sodio,,,
51191506,Clorhidrato de,,,
51191507,Espironolactona,,,
51191508,Triamtereno,,,
51191509,Manitol,,,
51191510,Furosemida,,,
51191511,Canrenoato de,,,
51191512,Lasitone Es un diurético de asa utilizado en el tratamiento de la,,,
51191513,Bendroflumetiazida Bendroflumetiazida es el nombre del principio activo de un,,,
51191514,Ácido etacrínico,,,
51191515,Hidroclorotiazida,,,
51191516,Hidroflumetiazida,,,
51191517,Isosorbide,,,
51191518,Meticlotiazida,,,
51191519,Pamabrom,,,
51191520,Politiazida,,,
51191521,Torasemida,,,
51191522,Triclormetiazida,,,
51191523,Diurético osmótico,,,
51191601,Dextrosa,,,
51191602,Electrolitos de,,,
51191604,Solución ringer,,,
51191701,Trometamina,,,
51191702,Lactato de sodio,,,
51191703,Acetato de sodio,,,
51191801,Bicarbonato de,,,
51191802,Cloruro de potasio,,,
51191803,Gluconato de potasio,,,
51191804,Acetato de potasio,,,
51191805,Suplemento de,,,
51191901,Residuo de germen,,,
51191902,Suplementos de,,,
51191903,Pentermina,,,
51191904,Fosfolípidos,,,
51191905,Suplementos,,,
51191906,Solución de,,,
51191907,Amonio molibdato,,,
51201501,Azatioprina,,,
51201502,Ciclosporina,,,
51201503,Mofetilo,,,
51201504,Tacrolimus,,,
51201505,Antilinfocitos,,,
51201506,Defibrotide,,,
51201507,Aldesleukina,,,
51201508,Basiliximab,,,
51201509,Daclizumab,,,
51201510,Imiquimod,,,
51201511,Muromonab cd3,,,
51201513,"Peginterferón El PEG Interferón es un ""modificador de la respuesta",,,
51201514,Pimecrolimus,,,
51201515,Sirolimus,,,
51201517,Hidrocloruro de,,,
51201518,Azatioprina sódica,,,
51201569,Atlizumab o,,,
51201601,Antígeno de ántrax,,,
51201602,Antígeno brucélico,,,
51201603,Vacuna contra el,,,
51201604,Difteria,,,
51201605,Vacuna contra el,,,
51201606,Influenza hemofílica,,,
51201607,Vacuna contra el,,,
51201608,Vacuna contra el,,,
51201609,Vacuna contra el,,,
51201610,Vacuna meningococo,,,
51201611,Morbillivirus,,,
51201612,Vacuna contra el,,,
51201613,Parotiditis,,,
51201614,Vacuna contra la,,,
51201615,Vacuna contra el,,,
51201616,Vacuna contra el,,,
51201617,Vacuna contra la,,,
51201618,Rotavirus,,,
51201619,Vacuna contra el,,,
51201620,Viruela,,,
51201621,"Toxoide tetánico Estimula la producción de anticuerpos protectores,",,,
51201622,Tuberculosis,,,
51201623,Vacuna contra el tifo,,,
51201624,Vacuna contra el,,,
51201625,Vacuna contra la,,,
51201626,Hepatitis a,,,
51201627,Vacuna contra la,,,
51201629,Difteria y toxoide,,,
51201632,Difteria y tétano y,,,
51201635,Vacuna contra el,,,
51201638,Vacuna contra la,,,
51201639,Vacuna contra el,,,
51201647,Vacuna bcg,,,
51201701,Hipocruposis,,,
51201702,E coli,,,
51201703,Gumboro,,,
51201704,Bronquitis infecciosa,,,
51201705,Newcastle,,,
51201801,Inmunoglobulinas,,,
51201802,Filgrastim,,,
51201803,Pelfigrastim,,,
51201804,Sargramostim,,,
51201805,Inmunoglobulina rho,,,
51201806,Inmunoglobulina o,,,
51201807,Inmunoglobulinas,,,
51201808,Clorhidrato levamisol,,,
51201809,Interferon,,,
51201901,Acetato de glatiramer,,,
51211501,Alopurinol,,,
51211502,Colchicina,,,
51211503,Probenecid,,,
51211504,Sulfinpirazona,,,
51211505,Benzbromarona,,,
51211601,Deferoxamina,,,
51211602,Dexrazoxano,,,
51211603,Digoxina inmune fab,,,
51211604,Dimercaprol,,,
51211605,Edetato disódico,,,
51211606,Flumazenil,,,
51211607,Ipecacuana,,,
51211608,Penicilamina,,,
51211609,Protamina sulfato,,,
51211610,Sulfonato,,,
51211611,"Trientina La trientina se usa para tratar la enfermedad de Wilson, una",,,
51211612,Leucovorina,,,
51211613,Sorbitol,,,
51211615,Azul de metileno,,,
51211616,Anti venenos,,,
51211617,Leucovorina cálcica,,,
51211618,Antídoto de carbón,,,
51211619,Edetato cálcico,,,
51211620,Fomepizol,,,
51211621,Clorhidrato,,,
51211622,Tiosulfato de sodio,,,
51211623,Succimer,,,
51211624,Sulfato de cobre,,,
51211625,Exopeptidasa g2,,,
51211901,Xilacina,,,
51212001,Aceite etérico,,,
51212002,Extracto de centella,,,
51212003,Extracto de,,,
51212004,Aesculus,,,
51212005,Aconitum napellus,,,
51212006,Valeriana,,,
51212007,Ajo,,,
51212008,Celidonia mayor,,,
51212009,Saponaria,,,
51212010,Prímula,,,
51212011,Pimpinella,,,
51212012,Cilantro,,,
51212013,Hedera hélix,,,
51212014,Goma arábiga,,,
51212015,Boneset,,,
51212016,Echinacea,,,
51212017,Acónito,,,
51212018,Coccus cacti,,,
51212020,Menta de gato,,,
51212021,Ginseng,,,
51212022,Asafétida,,,
51212023,Arándano,,,
51212024,Árnica,,,
51212025,Bálsamo del perú,,,
51212026,"Eufrasia La eufrasia sinónimo: Euphrasia rostkoviana, es",,,
51212027,Ginkgo biloba,,,
51212028,Hydrastis,,,
51212029,Gotu kola,,,
51212031,Pygeum africano,,,
51212032,Raíz de angélica,,,
51212033,Violeta geneciana,,,
51212034,Capsaicina,,,
51212035,Leche de cardo,,,
51212036,Cohosh negro,,,
51212101,Floruro de sodio,,,
51212201,Disulfiram,,,
51212202,Nicotina,,,
51212203,Nicotina polacrilina,,,
51212301,Aminohipurato,,,
51212302,Aceite etiodizado,,,
51212303,Sodio fluoresceína,,,
51212304,Indigotindisulfonato,,,
51212305,Indocianina verde,,,
51212306,Cloruro de,,,
51212307,Metirapona,,,
51212308,Sodio de rosa de,,,
51212309,Loxaglato de,,,
51212401,Sildenafil citrato,,,
51212402,Clorhidrato de,,,
51241002,Oleato polipéptido,,,
51241101,Cloruro acetilcolina,,,
51241102,Clorhidrato de,,,
51241103,Bimatoprost,,,
51241104,Brinzolamida,,,
51241105,Carbachol,,,
51241106,Demecario bromuro Agente anticolinesterásico que se,,,
51241107,Dorzolimato,,,
51241108,Iodeto de ecotiofato,,,
51241109,Borato de epinephryl Fármaco adrenérgico prescrito para el tratamiento del,,,
51241110,Latanoprost,,,
51241111,Clorhidrato de,,,
51241112,Metipranolol,,,
51241113,Sulfato fisostigmina,,,
51241114,Clorhidrato de,,,
51241115,Timolol,,,
51241116,Travoprost,,,
51241117,Isopropil,,,
51241118,Diclorfenamida,,,
51241119,Metalzolamida,,,
51241120,Lágrimas artificiales,,,
51241201,Ácido salicílico,,,
51241202,Ácido azelaico,,,
51241203,Subcarbonato de,,,
51241204,Ácido bórico,,,
51241205,Calamina,,,
51241206,Cloroxina,,,
51241208,Cremas o ungüentos,,,
51241209,Hidroquinona,,,
51241210,Salicilato de metilo,,,
51241211,Minoxidil solución,,,
51241212,Papaina,,,
51241213,Preparación tópica,,,
51241214,Podofilox El PODOFILOX se usa para eliminar las verrugas perianales o,,,
51241215,Resina podofilina,,,
51241216,Piritionato de zinc,,,
51241217,Resorcinol,,,
51241218,Sulfato de selenio,,,
51241219,Tazaroteno,,,
51241220,Tretinoina,,,
51241221,Tripsina cristalizada,,,
51241222,Dimeticona,,,
51241223,Calcipotriene,,,
51241224,Antralina o ditranol,,,
51241225,Preparaciones,,,
51241226,Preparaciones,,,
51241228,Ácido láctico,,,
51241229,Solución sustituta de,,,
51241301,Acetato de aluminio,,,
51241302,Hamamelis o escoba,,,
51241303,Acetato de zinc,,,
51241304,Alumbre de amonio,,,
51241305,Ácido tánico,,,
52101501,Alfombras orientales,,,
52101502,Alfombras,,,
52101503,Alfombras de lana,,,
52101504,Alfombras de,,,
52101505,Alfombras sintéticas,,,
52101506,Alfombras trenzadas,,,
52101507,Tapetes de baño,,,
52101508,Tapetes de entrada,,,
52101509,"Tapetes decorativos Pieza de tejido grueso, de esparto u otro material parecido,",,,
52101510,"Tapetes anti fatiga Pieza de tejido grueso, de esparto u otro material parecido,",,,
52101511,Tapetes de caucho o,,,
52101512,"Esterillas para sillas Tejido grueso de esparto, juncos o palma que sirve",,,
52101513,"Protector de carpetas Dispositivo antideslizante y protector para alfombras. Protector de alfombras,protector de petates Alfombras y felpudos Revestimientos de",,,
52121501,"Colchas Cobertura que sirve de adorno y de abrigo de la cama: Colchas,sobre cama Ropa de cama",,,
52121502,Edredones,,,
52121503,Forros para,,,
52121504,Forros para,,,
52121505,Almohadas,,,
52121506,Rellenos para,,,
52121507,Plumones,,,
52121508,Cobijas,,,
52121509,Sábanas,,,
52121510,"Volantes de cama Tejido doblado de alguna manera, plegado, rizado o fruncido,",,,
52121511,Fundas de edredón,,,
52121512,"Fundas de almohada Saco de tela, generalmente rectangular, usado para cubrir",,,
52121513,Cobertores,,,
52121601,Limpiones,,,
52121602,Servilletas,,,
52121603,Tiras de mesa,,,
52121604,Manteles,,,
52121606,Individuales de mesa,,,
52121607,Faldas de mesa,,,
52121608,Clips para faldas de,,,
52121701,Toallas de baño,,,
52121702,Toallas playeras,,,
52121703,Paños para lavar,,,
52121704,Toallas de manos,,,
52131501,Cortinas,,,
52131503,Colgaduras,,,
52131601,Persianas venecianas,,,
52131602,Persianas enrollables,,,
52131603,Postigos interiores,,,
52131604,Persianas verticales,,,
52131701,Cenefas,,,
52131702,Varillas para cortinas Barras o rieles de cortina permiten colgar cortinas paneladas,,,
52131703,"Remates para varillas Elementos utilizados para limitar el recorrido de una barra. Topes para barras,punta",o bordes para barras,,
52131704,Anillos o ganchos,,,
52141501,Neveras para uso,,,
52141502,Hornos microondas,,,
52141504,Fogones para uso,,,
52141505,Lavadoras de platos,,,
52141506,Congeladores para,,,
52141511,Exprimidores de jugo,,,
52141513,Abrelatas eléctricos,,,
52141516,Freidoras para uso,,,
52141520,Mezcladoras para,,,
52141521,Hornos tostadores,,,
52141522,Tostadoras para uso,,,
52141523,Teteras eléctricas,,,
52141524,Licuadoras para uso,,,
52141525,Hornillas para uso,,,
52141526,Cafeteras para uso,,,
52141527,Cuchillos eléctricos,,,
52141528,Woks eléctricos para,,,
52141529,Moledoras de café,,,
52141530,Partes de máquinas,,,
52141532,Sartenes eléctricos,,,
52141533,Planchas eléctricas,,,
52141537,Olla de cocción lenta,,,
52141538,Calienta comidas,,,
52141546,Extractor de cocina,,,
52141601,Lavadoras de ropa,,,
52141602,Secadoras de ropa,,,
52141603,Planchas de ropa,,,
52141604,Secadoras de calzado Es un dispositivo diseñado para eliminar eficazmente,,,
52141605,"Canastas de ropa Cesto de mimbre ancho de boca que suele tener dos asas Canastas de la ropa sucia,cestos de ropa sucia",,,
52141606,"Cestas de ropa Cesto de mimbre ancho de boca que suele tener dos asas. Cestos de la ropa sucia,canasta de ropa sucia",,,
52141608,Plancha de vapor,,,
52141703,Secadores de pelo,,,
52141706,Secadores de uñas Equipo o mecanismo para secar las uñas Secador de esmalte de uñas Aparatos de baño,,,
52141801,Máquinas de coser,,,
52141803,Cobijas eléctricas,,,
52151502,Platos desechables,,,
52151507,Pitillos desechables,,,
52151601,Rodillos para uso,,,
52151603,Ralladores para uso,,,
52151606,Tablas para cortar,,,
52151607,Tazas medidoras,,,
52151608,Brochas para rociar,,,
52151609,Peladora de,,,
52151610,Cortadores de,,,
52151611,Pinzas de cocina,,,
52151614,Rejillas enfriadoras,,,
52151615,Cortadores de pizza,,,
52151616,Espátulas de cocina,,,
52151617,Cucharas de madera,,,
52151619,Mezclador de masa,,,
52151620,Cernedor para uso,,,
52151622,Pistola pastelera,,,
52151623,Prensa para galletas,,,
52151626,Mandolina para uso,,,
52151627,Exprimidor de ajo,,,
52151628,Tajador de huevos,,,
52151629,Separador de huevos,,,
52151630,Tajadora de queso,,,
52151631,Molino de alimentos,,,
52151632,Embudos de cocina,,,
52151639,Batidora de huevos,,,
52151641,Batidora de crema,,,
52151642,Prensa para masa,,,
52151645,Pincel pastelero para,,,
52151649,Guía para tajar pan,,,
52151650,Escurridores para,,,
52151652,Exprimidores de,,,
52151701,Utensilios para servir,,,
52151702,Cuchillos para uso,,,
52151703,Tenedores para uso,,,
52151704,Cucharas para uso,,,
52151705,Apoya cucharas Estuche para organizar los cubiertos. Portas cubiertos o cucharas Cubertería y cuchillería,,,
52151706,Palillos,,,
52151707,Set de cuchillos para,,,
52151708,Cuchillos para,,,
52151709,Set de cubiertos,,,
52151802,Sartenes para uso,,,
52151803,Cacerolas para uso,,,
52151804,Teteras para uso,,,
52151805,Woks para uso,,,
52151806,Vaporeras para uso,,,
52151807,Ollas para uso,,,
52151808,Ollas a presión para,,,
52151809,Sartenes para sofreír,,,
52151810,Samovares para uso,,,
52151811,Planchas para uso,,,
52151812,Cacerolas para baño,,,
52151901,Moldes para muffins,,,
52151904,Moldes para asar,,,
52151905,Bandejas de horno,,,
52151907,Moldes para hornear,,,
52151908,Cacerolas para pizza,,,
52152001,Jarras para uso,,,
52152003,Tazones de ponche,,,
52152004,Platos para uso,,,
52152005,Platos pequeños,,,
52152006,Bandejas o fuentes,,,
52152007,Tazones para servir,,,
52152008,Teteras o cafeteras,,,
52152010,Frascos al vacío para,,,
52152011,Partes internas de,,,
52152012,"Cubetas para hielo Moldes de caucho y silicona para hacer cubitos de hielo. Bandejas de cubitos de hielo,plato de",,,
52152013,"Saleros, pimenteros",,,
52152014,Sets de garrafas,,,
52152018,Caja de Almuerzo,,,
52152101,Tazas de café o té,,,
52152102,Vasos para beber,,,
52152103,Tazones (“mugs”),,,
52152104,Copas para uso,,,
52152105,Biberones o,,,
52152201,Papel para forrar,,,
52152202,Escurridor de platos,,,
52152203,Cepillo dispensador,,,
52161502,Reproductor de,,,
52161505,Televisores,,,
52161507,Radios reloj Un reloj radiocontrolado es un reloj que se pone en hora,,,
52161508,Reproductores de,,,
52161509,Sistemas de estéreo,,,
52161511,Radios,,,
52161512,Altoparlantes,,,
52161514,Audífonos,,,
52161517,Ecualizadores,,,
52161520,Micrófonos,,,
52161521,Receptores de,,,
52161522,Escáneres de radio,,,
52161524,Receptores de radio,,,
52161525,Control remoto,,,
52161526,Receptores de,,,
52161527,Altavoces activos,,,
52161531,Radio fonógrafos,,,
52161532,Sistemas de karaoke,,,
52161533,Megáfonos,,,
52161535,Grabadoras de voz,,,
52161540,Mezcladores de video Es un dispositivo que toma una o más señales de video y las,,,
52161541,Mezcladores de,,,
52161542,Pantallas de plasma,,,
52161543,Reproductores o,,,
52161601,Almacenador de,,,
52161603,Adaptador de video,,,
52161610,Soporte para,,,
52161611,Soporte para,,,
53101601,Camisas para niño,,,
53101602,Camisa para,,,
53101603,Camisas o blusas,,,
53101604,Camisas o blusas,,,
53101605,Camisas o blusas,,,
53101701,Sweaters para niño,,,
53101702,Sweaters para,,,
53101703,Sweaters para niña,,,
53101704,Sweaters para mujer,,,
53101705,Sweaters para bebé,,,
53101801,Abrigos o chaquetas,,,
53101802,Abrigos o chaquetas,,,
53101803,Abrigos o chaquetas,,,
53101804,Abrigos o chaquetas,,,
53101805,Abrigos o chaquetas,,,
53101901,"Trajes para niño Conjunto masculino de chaqueta, pantalón para niños. Trajes de niño,vestidos de niño Trajes Ropa Ropa, maletas y productos",,,
53101902,"Trajes para hombre Conjunto masculino de chaqueta, pantalón y a veces chaleco. Trajes de hombre,prendas de vestir Trajes Ropa Ropa, maletas y productos",,,
53101903,"Trajes para niña Vestido completo para niñas. Trajes de niña,vstido de niña Trajes Ropa Ropa, maletas y productos",,,
53101904,"Trajes para mujer Conjunto de vestir femenino semejante al del hombre. Trajes de mujer,vestido de mujer Trajes Ropa Ropa, maletas y productos",,,
53101905,"Trajes para bebé Vestido completo para bebés. Trajes de bebé,ropa de bebé Trajes Ropa Ropa, maletas y productos",,,
53102101,Overoles o monos,,,
53102102,Overoles o monos,,,
53102103,Overoles o monos,,,
53102104,Overoles o monos,,,
53102105,Overoles o monos,,,
53102201,Vestidos folclóricos,,,
53102202,Vestidos folclóricos,,,
53102203,Vestidos folclóricos,,,
53102204,Vestidos folclóricos,,,
53102205,Vestidos folclóricos,,,
53102301,Camisetas interiores,,,
53102302,Combinaciones,,,
53102303,Calzoncillos,,,
53102304,Brassieres Es un elemento de ropa interior femenina que consiste en dos,,,
53102305,Pañales para bebé,,,
53102306,Pañales para adulto,,,
53102307,Prendas para dar,,,
53102308,"Forros para pañales Se utilizan para capturar los residuos sólidos en un pañal. Forros de pañales,revestimiento de pañales Ropa interior Ropa Ropa, maletas y productos",,,
53102401,Medias largas,,,
53102402,Calcetines,,,
53102403,"Medias veladas Son medias que cubren, además de las piernas, la parte",,,
53102404,Medias veladas,,,
53102501,Cinturones o tirantes,,,
53102502,Corbatas o pañoletas,,,
53102503,Sombreros,,,
53102504,"Guantes o mitones Es una prenda, cuya finalidad es la de proteger las manos o el",,,
53102505,Sombrillas,,,
53102506,Bandas para el sudor Trozo de tela o gasa largo y estrecho que sirve para secar el,,,
53102507,Ganchos para colgar,,,
53102508,Bandas para los,,,
53102509,Ligas La liga es una cinta o banda de tejido elástico con que se,,,
53102510,Borlas,,,
53102511,Badanas,,,
53102512,Pañuelos,,,
53102513,Bandas para la,,,
53102514,Protectores de,,,
53102515,Forros para botones Elementos que pueden ser confeccioandos por un número de,,,
53102516,Gorras,,,
53102517,Sujeta corbatas,,,
53102518,Cheurones,,,
53102519,Golas,,,
53102520,Hombreras o,,,
53102606,Batas de baño,,,
53102701,Uniformes militares,,,
53102702,Uniformes de,,,
53102703,Uniformes de policías Prendas de vestir diseñadas para el uso del personal policial,,,
53102705,Uniformes de colegio,,,
53102707,Batas de doctor,,,
53102708,Uniformes de,,,
53102710,Uniformes,,,
53102711,Batas para personal,,,
53102712,Uniformes de,,,
53102801,Vestidos de baño,,,
53102802,Vestidos de baño,,,
53102803,Vestidos de baño,,,
53102804,Vestidos de baño,,,
53102805,Vestidos de baño,,,
53102901,Ropa atlética para,,,
53102902,Ropa atlética para,,,
53102903,Ropa atlética para,,,
53102904,Ropa atlética para,,,
53103001,Camisetas (t-shirts),,,
53103101,Chalecos para,,,
53111501,Botas para hombre,,,
53111502,"Botas para mujer Es un tipo de calzado que cubre el pie y parte del tobillo, y en",,,
53111503,Botas para niño,,,
53111504,Botas para niña,,,
53111505,"Botas para bebé Es un tipo de calzado que cubre el pie y parte del tobillo, para",,,
53111601,Zapatos para hombre,,,
53111602,Zapatos para mujer,,,
53111603,Zapatos para niño,,,
53111604,Zapatos para niña,,,
53111605,Zapatos para bebé Es un accesorio de la vestimenta hecho con la intención de,,,
53111701,Pantuflas para,,,
53111702,Pantuflas para mujer Cualquier otro zapato liviano de suela muy delgada para,,,
53111703,"Pantuflas para niño Cualquier otro zapato liviano de suela muy delgada para niños Zapatillas de niño,babuchas de nño Zapatillas Calzado Ropa, maletas y productos",,,
53111704,"Pantuflas para niña Cualquier otro zapato liviano de suela muy delgada para niñas Zapatillas de niña,babuchas de niñas Zapatillas Calzado Ropa, maletas y productos",,,
53111705,Pantuflas para bebé Cualquier otro zapato liviano de suela muy delgada para,,,
53111801,Sandalias para,,,
53111802,Sandalias para mujer,,,
53111803,"Sandalias para niño Tipo de calzado para niño, que existe desde la antigüedad, en",,,
53111804,"Sandalias para niña Tipo de calzado para niña, que existe desde la antigüedad, en",,,
53111805,Sandalias para bebé,,,
53111901,Calzado atlético para,,,
53111902,Calzado atlético para,,,
53111903,Calzado atlético para,,,
53111904,Calzado atlético para,,,
53111905,Calzado atlético para,,,
53112001,Calzadores Es un utensilio que le permite a quien lo use ponerse,,,
53112002,Cordones para,,,
53112003,Almohadillas para,,,
53112004,Estirador de calzado,,,
53112005,Aparato para medir,,,
53112101,Zapatones para,,,
53112102,Zapatones para,,,
53112103,Zapatones para niño Zapato grande para niños de materia elástica en el que se,,,
